group,plate,serum,virus,replicate,ic50,ic50_bound,midpoint,midpoint_bound,midpoint_bound_type,slope,top,bottom,r2,rmsd
human,plate25,seqneut25to26_sera_4018,A/Alagoas/4130/2025_H3N2,plate25-A/Alagoas/4130/2025_H3N2,0.002598,interpolated,0.002693,0.002693,interpolated,1.868,0.9676,0,0.9668,0.07264
human,plate25,seqneut25to26_sera_4018,A/Anapolis/LEIAL6543/2025_H3N2,plate25-A/Anapolis/LEIAL6543/2025_H3N2,0.001949,interpolated,0.001965,0.001965,interpolated,3.178,0.9878,0,0.9823,0.05731
human,plate25,seqneut25to26_sera_4018,A/Andalucia/PMC-00977/2025_H1N1,plate25-A/Andalucia/PMC-00977/2025_H1N1,0.005855,interpolated,0.006039,0.006039,interpolated,1.43,0.9784,0,0.9739,0.05344
human,plate25,seqneut25to26_sera_4018,A/Aragon/2046/2025_H1N1,plate25-A/Aragon/2046/2025_H1N1,0.005421,interpolated,0.005549,0.005549,interpolated,1.455,0.9834,0,0.978,0.04906
human,plate25,seqneut25to26_sera_4018,A/Arica/59150/2025_H3N2,plate25-A/Arica/59150/2025_H3N2,0.001432,interpolated,0.001432,0.001432,interpolated,1.174,1,0,0.988,0.04067
human,plate25,seqneut25to26_sera_4018,A/Bahia/3102/2025_H3N2,plate25-A/Bahia/3102/2025_H3N2,0.001753,interpolated,0.001885,0.001885,interpolated,1.568,0.9461,0,0.9468,0.09066
human,plate25,seqneut25to26_sera_4018,A/Bangkok/1803/2025_H1N1,plate25-A/Bangkok/1803/2025_H1N1,0.005021,interpolated,0.006521,0.006521,interpolated,2.285,0.7752,0,0.8882,0.09889
human,plate25,seqneut25to26_sera_4018,A/Bangkok/P2229/2025_H1N1,plate25-A/Bangkok/P2229/2025_H1N1,0.006163,interpolated,0.009313,0.009313,interpolated,1.559,0.7627,0,0.9135,0.07205
human,plate25,seqneut25to26_sera_4018,A/Bangkok/P2323/2025_H3N2,plate25-A/Bangkok/P2323/2025_H3N2,0.00529,interpolated,0.00529,0.00529,interpolated,1.173,1,0,0.9406,0.08177
human,plate25,seqneut25to26_sera_4018,A/Bangkok/P2390/2025_H3N2,plate25-A/Bangkok/P2390/2025_H3N2,0.004424,interpolated,0.004446,0.004446,interpolated,1.546,0.9961,0,0.9952,0.02505
human,plate25,seqneut25to26_sera_4018,A/Bangkok/P2391/2025_H3N2,plate25-A/Bangkok/P2391/2025_H3N2,0.003354,interpolated,0.003456,0.003456,interpolated,1.571,0.9769,0,0.9629,0.07262
human,plate25,seqneut25to26_sera_4018,A/Bangkok/P2572/2025_H3N2,plate25-A/Bangkok/P2572/2025_H3N2,0.004687,interpolated,0.005098,0.005098,interpolated,1.715,0.9329,0,0.958,0.07039
human,plate25,seqneut25to26_sera_4018,A/Bangkok/P2921/2025_H3N2,plate25-A/Bangkok/P2921/2025_H3N2,0.0028,interpolated,0.0028,0.0028,interpolated,2.044,1,0,0.9888,0.04336
human,plate25,seqneut25to26_sera_4018,A/Bangkok/P3067/2025_H1N1,plate25-A/Bangkok/P3067/2025_H1N1,0.004595,interpolated,0.005288,0.005288,interpolated,1.803,0.8882,0,0.8326,0.1389
human,plate25,seqneut25to26_sera_4018,A/Bangkok/P3263/2025_H3N2,plate25-A/Bangkok/P3263/2025_H3N2,0.001848,interpolated,0.001848,0.001848,interpolated,1.161,1,0,0.9914,0.0336
human,plate25,seqneut25to26_sera_4018,A/Belgium/H0097/2025_H3N2,plate25-A/Belgium/H0097/2025_H3N2,0.002458,interpolated,0.002473,0.002473,interpolated,1.376,0.9959,0,0.9695,0.06551
human,plate25,seqneut25to26_sera_4018,A/Bhutan/1267/2025_H3N2,plate25-A/Bhutan/1267/2025_H3N2,0.002752,interpolated,0.002852,0.002852,interpolated,1.411,0.9754,0,0.9812,0.05088
human,plate25,seqneut25to26_sera_4018,A/Bhutan/7/2025_H3N2,plate25-A/Bhutan/7/2025_H3N2,0.003348,interpolated,0.003999,0.003999,interpolated,2.844,0.8018,0,0.9176,0.09585
human,plate25,seqneut25to26_sera_4018,A/BritishColumbia/PHL-2473/2025_H1N1,plate25-A/BritishColumbia/PHL-2473/2025_H1N1,0.005124,interpolated,0.00529,0.00529,interpolated,1.253,0.9804,0,0.955,0.06942
human,plate25,seqneut25to26_sera_4018,A/California/61/2025_H3N2,plate25-A/California/61/2025_H3N2,0.001019,interpolated,0.001019,0.001019,interpolated,0.8,1,0,0.9136,0.09335
human,plate25,seqneut25to26_sera_4018,A/California/63/2025_H1N1,plate25-A/California/63/2025_H1N1,0.009608,interpolated,0.009678,0.009678,interpolated,2.206,0.992,0,0.9833,0.04249
human,plate25,seqneut25to26_sera_4018,A/Canberra/465/2025_H1N1,plate25-A/Canberra/465/2025_H1N1,0.00391,interpolated,0.004047,0.004047,interpolated,1.502,0.9748,0,0.9598,0.07023
human,plate25,seqneut25to26_sera_4018,A/Canberra/530/2025_H1N1,plate25-A/Canberra/530/2025_H1N1,0.004049,interpolated,0.004659,0.004659,interpolated,1.65,0.8966,0,0.9447,0.07866
human,plate25,seqneut25to26_sera_4018,A/Catalonia/NSVH102689455/2025_H1N1,plate25-A/Catalonia/NSVH102689455/2025_H1N1,0.003098,interpolated,0.004262,0.004262,interpolated,0.8,0.8874,0,0.8909,0.08344
human,plate25,seqneut25to26_sera_4018,A/Colorado/105/2025_H1N1,plate25-A/Colorado/105/2025_H1N1,0.005339,interpolated,0.005339,0.005339,interpolated,1.314,1,0,0.9793,0.04835
human,plate25,seqneut25to26_sera_4018,A/CoteDIvoire/2007/2025_H1N1,plate25-A/CoteDIvoire/2007/2025_H1N1,0.003106,interpolated,0.003292,0.003292,interpolated,1.121,0.9685,0,0.9737,0.05143
human,plate25,seqneut25to26_sera_4018,A/Croatia/10136RV/2023-egg_H3N2,plate25-A/Croatia/10136RV/2023-egg_H3N2,0.000953,interpolated,0.000953,0.000953,interpolated,1.474,1,0,0.993,0.03305
human,plate25,seqneut25to26_sera_4018,A/Darwin/1405/2025_H1N1,plate25-A/Darwin/1405/2025_H1N1,0.005945,interpolated,0.007762,0.007762,interpolated,1.637,0.8232,0,0.8678,0.1051
human,plate25,seqneut25to26_sera_4018,A/Darwin/1461/2025_H3N2,plate25-A/Darwin/1461/2025_H3N2,0.002544,interpolated,0.002544,0.002544,interpolated,1.543,1,0,0.9571,0.08161
human,plate25,seqneut25to26_sera_4018,A/Denmark/3070/2025_H1N1,plate25-A/Denmark/3070/2025_H1N1,0.006502,interpolated,0.006634,0.006634,interpolated,1.604,0.9842,0,0.9797,0.04787
human,plate25,seqneut25to26_sera_4018,A/DistrictOfColumbia/27/2023_H3N2,plate25-A/DistrictOfColumbia/27/2023_H3N2,0.003325,interpolated,0.003371,0.003371,interpolated,2.164,0.9852,0,0.992,0.03578
human,plate25,seqneut25to26_sera_4018,A/DistrictOfColumbia/57/2025_H3N2,plate25-A/DistrictOfColumbia/57/2025_H3N2,0.0046,interpolated,0.005051,0.005051,interpolated,1.484,0.9352,0,0.9374,0.08278
human,plate25,seqneut25to26_sera_4018,A/DistritoFederal/250106000728/2025_H3N2,plate25-A/DistritoFederal/250106000728/2025_H3N2,0.003721,interpolated,0.003721,0.003721,interpolated,1.367,1,0,0.9903,0.03565
human,plate25,seqneut25to26_sera_4018,A/DistritoFederal/2578578201/2025_H3N2,plate25-A/DistritoFederal/2578578201/2025_H3N2,0.004261,interpolated,0.004261,0.004261,interpolated,1.322,1,0,0.9706,0.06096
human,plate25,seqneut25to26_sera_4018,A/England/174/2025_H3N2,plate25-A/England/174/2025_H3N2,0.004147,interpolated,0.00459,0.00459,interpolated,5.387,0.7892,0,0.9426,0.08296
human,plate25,seqneut25to26_sera_4018,A/England/1822256/2025_H1N1,plate25-A/England/1822256/2025_H1N1,0.00419,interpolated,0.004208,0.004208,interpolated,1.681,0.9966,0,0.9784,0.0543
human,plate25,seqneut25to26_sera_4018,A/England/1837734/2025_H3N2,plate25-A/England/1837734/2025_H3N2,0.003074,interpolated,0.003151,0.003151,interpolated,1.333,0.9836,0,0.936,0.09221
human,plate25,seqneut25to26_sera_4018,A/England/1837737/2025_H3N2,plate25-A/England/1837737/2025_H3N2,0.003662,interpolated,0.003662,0.003662,interpolated,1.275,1,0,0.9243,0.09764
human,plate25,seqneut25to26_sera_4018,A/France/ARA-HCL025155099501/2025_H1N1,plate25-A/France/ARA-HCL025155099501/2025_H1N1,0.007725,interpolated,0.007725,0.007725,interpolated,1.429,1,0,0.9876,0.03384
human,plate25,seqneut25to26_sera_4018,A/Galicia/GA-CHUAC-451/2025_H3N2,plate25-A/Galicia/GA-CHUAC-451/2025_H3N2,0.002625,interpolated,0.002674,0.002674,interpolated,2.095,0.9812,0,0.9776,0.06058
human,plate25,seqneut25to26_sera_4018,A/Ghana/ARI-25-1125/2025_H1N1,plate25-A/Ghana/ARI-25-1125/2025_H1N1,0.002401,interpolated,0.002401,0.002401,interpolated,1.106,1,0,0.9739,0.05786
human,plate25,seqneut25to26_sera_4018,A/Ghana/FS-25-7077/2025_H3N2,plate25-A/Ghana/FS-25-7077/2025_H3N2,0.007141,interpolated,0.007209,0.007209,interpolated,1.558,0.9927,0,0.9547,0.07133
human,plate25,seqneut25to26_sera_4018,A/Guangdong-Maonan/11438/2025_H3N2,plate25-A/Guangdong-Maonan/11438/2025_H3N2,0.001964,interpolated,0.002003,0.002003,interpolated,10,0.9094,0,0.9189,0.1195
human,plate25,seqneut25to26_sera_4018,A/Guangdong-Meijiang/11256/2025_H3N2,plate25-A/Guangdong-Meijiang/11256/2025_H3N2,0.001447,interpolated,0.001533,0.001533,interpolated,1.588,0.9561,0,0.9481,0.09091
human,plate25,seqneut25to26_sera_4018,A/Guangxi-Daxin/1643/2025_H3N2,plate25-A/Guangxi-Daxin/1643/2025_H3N2,0.00217,interpolated,0.002567,0.002567,interpolated,1.469,0.8907,0,0.9717,0.05809
human,plate25,seqneut25to26_sera_4018,A/Guangxi-Qingxiu/SWL11742/2025_H1N1,plate25-A/Guangxi-Qingxiu/SWL11742/2025_H1N1,0.004174,interpolated,0.004217,0.004217,interpolated,10,0.9507,0,0.9427,0.09077
human,plate25,seqneut25to26_sera_4018,A/Hawaii/44/2025_H1N1,plate25-A/Hawaii/44/2025_H1N1,0.006139,interpolated,0.006139,0.006139,interpolated,1.61,1,0,0.9854,0.04145
human,plate25,seqneut25to26_sera_4018,A/Hawaii/70/2019_H1N1,plate25-A/Hawaii/70/2019_H1N1,0.0009724,interpolated,0.0009724,0.0009724,interpolated,2.917,1,0,0.9969,0.0244
human,plate25,seqneut25to26_sera_4018,A/HongKong/1257/2025_H3N2,plate25-A/HongKong/1257/2025_H3N2,0.001701,interpolated,0.001981,0.001981,interpolated,1.167,0.9185,0,0.9681,0.0595
human,plate25,seqneut25to26_sera_4018,A/HongKong/1382/2025_H3N2,plate25-A/HongKong/1382/2025_H3N2,0.001889,interpolated,0.001889,0.001889,interpolated,1.178,1,0,0.9025,0.1188
human,plate25,seqneut25to26_sera_4018,A/Indonesia/BIOKES-I-BT074/2025_H3N2,plate25-A/Indonesia/BIOKES-I-BT074/2025_H3N2,0.002192,interpolated,0.002251,0.002251,interpolated,2.927,0.9627,0,0.9843,0.05271
human,plate25,seqneut25to26_sera_4018,A/Indonesia/BIOKES-INAD491/2025_H3N2,plate25-A/Indonesia/BIOKES-INAD491/2025_H3N2,0.001509,interpolated,0.001509,0.001509,interpolated,1.278,1,0,0.9854,0.04648
human,plate25,seqneut25to26_sera_4018,A/Lao/820-2750/2025_H3N2,plate25-A/Lao/820-2750/2025_H3N2,0.002402,interpolated,0.002533,0.002533,interpolated,1.416,0.9638,0,0.9735,0.06118
human,plate25,seqneut25to26_sera_4018,A/Malaysia/IMR/SARI/2028/2025_H3N2,plate25-A/Malaysia/IMR/SARI/2028/2025_H3N2,0.00136,interpolated,0.001379,0.001379,interpolated,1.588,0.9895,0,0.9773,0.0603
human,plate25,seqneut25to26_sera_4018,A/Malaysia/IMR/SARI/2406/2025_H3N2,plate25-A/Malaysia/IMR/SARI/2406/2025_H3N2,0.003842,interpolated,0.003842,0.003842,interpolated,1.08,1,0,0.9423,0.08131
human,plate25,seqneut25to26_sera_4018,A/Malaysia/IMR/SARI/2517/2025_H3N2,plate25-A/Malaysia/IMR/SARI/2517/2025_H3N2,0.005106,interpolated,0.005106,0.005106,interpolated,1.317,1,0,0.9515,0.07682
human,plate25,seqneut25to26_sera_4018,A/Massachusetts/18/2022_H3N2,plate25-A/Massachusetts/18/2022_H3N2,0.002763,interpolated,0.002867,0.002867,interpolated,1.64,0.9706,0,0.9744,0.06152
human,plate25,seqneut25to26_sera_4018,A/Michigan/110/2025_H3N2,plate25-A/Michigan/110/2025_H3N2,0.003238,interpolated,0.003263,0.003263,interpolated,2.119,0.9921,0,0.9963,0.02412
human,plate25,seqneut25to26_sera_4018,A/Minnesota/96/2025_H3N2,plate25-A/Minnesota/96/2025_H3N2,0.003072,interpolated,0.003689,0.003689,interpolated,1.612,0.8722,0,0.9532,0.07192
human,plate25,seqneut25to26_sera_4018,A/Missouri/11/2025_H1N1,plate25-A/Missouri/11/2025_H1N1,0.003295,interpolated,0.003295,0.003295,interpolated,1.614,1,0,0.9751,0.06133
human,plate25,seqneut25to26_sera_4018,A/NewSouthWales/2526015582/2025_H3N2,plate25-A/NewSouthWales/2526015582/2025_H3N2,0.002675,interpolated,0.002675,0.002675,interpolated,1.14,1,0,0.9819,0.04813
human,plate25,seqneut25to26_sera_4018,A/NewSouthWales/2526015584/2025_H3N2,plate25-A/NewSouthWales/2526015584/2025_H3N2,0.002488,interpolated,0.002665,0.002665,interpolated,1.431,0.953,0,0.9447,0.08701
human,plate25,seqneut25to26_sera_4018,A/Norway/8765/2025_H3N2,plate25-A/Norway/8765/2025_H3N2,0.003911,interpolated,0.003911,0.003911,interpolated,2.039,1,0,0.9847,0.04822
human,plate25,seqneut25to26_sera_4018,A/Norway/8976/2025_H3N2,plate25-A/Norway/8976/2025_H3N2,0.003165,interpolated,0.003165,0.003165,interpolated,1.748,1,0,0.9853,0.04795
human,plate25,seqneut25to26_sera_4018,A/Norway/9107/2025_H1N1,plate25-A/Norway/9107/2025_H1N1,0.004488,interpolated,0.004488,0.004488,interpolated,1.227,1,0,0.9884,0.03571
human,plate25,seqneut25to26_sera_4018,A/Norway/9556/2025_H1N1,plate25-A/Norway/9556/2025_H1N1,0.005768,interpolated,0.005768,0.005768,interpolated,1.381,1,0,0.9815,0.04533
human,plate25,seqneut25to26_sera_4018,A/Peru/GIHSN-04-1089/2025_H3N2,plate25-A/Peru/GIHSN-04-1089/2025_H3N2,0.001724,interpolated,0.001751,0.001751,interpolated,1.484,0.9885,0,0.9708,0.06698
human,plate25,seqneut25to26_sera_4018,A/Philippines/SARI25-1425/2025_H1N1,plate25-A/Philippines/SARI25-1425/2025_H1N1,0.005476,interpolated,0.006136,0.006136,interpolated,1.315,0.9305,0,0.9425,0.07344
human,plate25,seqneut25to26_sera_4018,A/Queensland/2526516675/2025_H3N2,plate25-A/Queensland/2526516675/2025_H3N2,0.003143,interpolated,0.003248,0.003248,interpolated,1.619,0.9741,0,0.9921,0.03318
human,plate25,seqneut25to26_sera_4018,A/SouthAfrica/PET37604/2025_H3N2,plate25-A/SouthAfrica/PET37604/2025_H3N2,0.001021,interpolated,0.001097,0.001097,interpolated,1.965,0.9346,0,0.9796,0.0566
human,plate25,seqneut25to26_sera_4018,A/SouthAfrica/PET37625/2025_H3N2,plate25-A/SouthAfrica/PET37625/2025_H3N2,0.00182,interpolated,0.001872,0.001872,interpolated,10,0.8775,0,0.9766,0.063
human,plate25,seqneut25to26_sera_4018,A/SouthAustralia/2519001037/2025_H1N1,plate25-A/SouthAustralia/2519001037/2025_H1N1,0.002917,interpolated,0.002917,0.002917,interpolated,1.187,1,0,0.9764,0.05387
human,plate25,seqneut25to26_sera_4018,A/SouthAustralia/2520702747/2025_H1N1,plate25-A/SouthAustralia/2520702747/2025_H1N1,0.003824,interpolated,0.003825,0.003825,interpolated,1.084,0.9998,0,0.9497,0.07518
human,plate25,seqneut25to26_sera_4018,A/SouthAustralia/2523012764/2025_H1N1,plate25-A/SouthAustralia/2523012764/2025_H1N1,0.003086,interpolated,0.003086,0.003086,interpolated,1.07,1,0,0.9703,0.05882
human,plate25,seqneut25to26_sera_4018,A/SouthAustralia/2523812314/2025_H3N2,plate25-A/SouthAustralia/2523812314/2025_H3N2,0.003415,interpolated,0.003415,0.003415,interpolated,1.323,1,0,0.9433,0.08591
