group,plate,serum,virus,replicate,ic50,ic50_bound,midpoint,midpoint_bound,midpoint_bound_type,slope,top,bottom,r2,rmsd
human,plate22,seqneut25to26_sera_5008,A/Alagoas/4130/2025_H3N2,plate22-A/Alagoas/4130/2025_H3N2,0.002573,interpolated,0.002573,0.002573,interpolated,1.202,1,0,0.96,0.07092
human,plate22,seqneut25to26_sera_5008,A/Anapolis/LEIAL6543/2025_H3N2,plate22-A/Anapolis/LEIAL6543/2025_H3N2,0.001602,interpolated,0.001784,0.001784,interpolated,1.739,0.9148,0,0.9738,0.05931
human,plate22,seqneut25to26_sera_5008,A/Andalucia/PMC-00977/2025_H1N1,plate22-A/Andalucia/PMC-00977/2025_H1N1,0.001082,interpolated,0.001206,0.001206,interpolated,2.626,0.876,0,0.9754,0.06087
human,plate22,seqneut25to26_sera_5008,A/Aragon/2046/2025_H1N1,plate22-A/Aragon/2046/2025_H1N1,0.001139,interpolated,0.001286,0.001286,interpolated,1.916,0.896,0,0.9848,0.0466
human,plate22,seqneut25to26_sera_5008,A/Arica/59150/2025_H3N2,plate22-A/Arica/59150/2025_H3N2,0.001432,interpolated,0.001432,0.001432,interpolated,1.083,1,0,0.9941,0.02715
human,plate22,seqneut25to26_sera_5008,A/Bahia/3102/2025_H3N2,plate22-A/Bahia/3102/2025_H3N2,0.001057,interpolated,0.0012,0.0012,interpolated,1.124,0.9337,0,0.9834,0.04281
human,plate22,seqneut25to26_sera_5008,A/Bangkok/1803/2025_H1N1,plate22-A/Bangkok/1803/2025_H1N1,0.002545,interpolated,0.002574,0.002574,interpolated,2.328,0.9871,0,0.9921,0.03645
human,plate22,seqneut25to26_sera_5008,A/Bangkok/P2229/2025_H1N1,plate22-A/Bangkok/P2229/2025_H1N1,0.001322,interpolated,0.001576,0.001576,interpolated,4.377,0.7319,0,0.9932,0.02789
human,plate22,seqneut25to26_sera_5008,A/Bangkok/P2323/2025_H3N2,plate22-A/Bangkok/P2323/2025_H3N2,0.002434,interpolated,0.003045,0.003045,interpolated,1.058,0.8945,0,0.9859,0.03543
human,plate22,seqneut25to26_sera_5008,A/Bangkok/P2390/2025_H3N2,plate22-A/Bangkok/P2390/2025_H3N2,0.002972,interpolated,0.002972,0.002972,interpolated,0.8201,1,0,0.9274,0.08195
human,plate22,seqneut25to26_sera_5008,A/Bangkok/P2391/2025_H3N2,plate22-A/Bangkok/P2391/2025_H3N2,0.003784,interpolated,0.003784,0.003784,interpolated,1.197,1,0,0.9177,0.1036
human,plate22,seqneut25to26_sera_5008,A/Bangkok/P2572/2025_H3N2,plate22-A/Bangkok/P2572/2025_H3N2,0.004822,interpolated,0.005452,0.005452,interpolated,1.048,0.9396,0,0.9416,0.07048
human,plate22,seqneut25to26_sera_5008,A/Bangkok/P2921/2025_H3N2,plate22-A/Bangkok/P2921/2025_H3N2,0.001818,interpolated,0.001818,0.001818,interpolated,0.9889,1,0,0.9811,0.04647
human,plate22,seqneut25to26_sera_5008,A/Bangkok/P3067/2025_H1N1,plate22-A/Bangkok/P3067/2025_H1N1,0.0005854,interpolated,0.0008242,0.0008242,interpolated,1.799,0.7701,0,0.9954,0.02138
human,plate22,seqneut25to26_sera_5008,A/Bangkok/P3263/2025_H3N2,plate22-A/Bangkok/P3263/2025_H3N2,0.002038,interpolated,0.002203,0.002203,interpolated,1.169,0.9563,0,0.9286,0.09239
human,plate22,seqneut25to26_sera_5008,A/Belgium/H0097/2025_H3N2,plate22-A/Belgium/H0097/2025_H3N2,0.003099,interpolated,0.003099,0.003099,interpolated,0.9558,1,0,0.9078,0.1025
human,plate22,seqneut25to26_sera_5008,A/Bhutan/1267/2025_H3N2,plate22-A/Bhutan/1267/2025_H3N2,0.002324,interpolated,0.002324,0.002324,interpolated,1.007,1,0,0.9632,0.06568
human,plate22,seqneut25to26_sera_5008,A/Bhutan/7/2025_H3N2,plate22-A/Bhutan/7/2025_H3N2,0.001572,interpolated,0.003716,0.003716,interpolated,1.21,0.6766,0,0.8838,0.0815
