group,serum,virus,titer,titer_bound,titer_sem,n_replicates,titer_as
human,seqneut25to26_sera_4007,A/Alagoas/3579/2025_H1N1,199.8,interpolated,53.03,2,midpoint
human,seqneut25to26_sera_4007,A/Alagoas/4130/2025_H3N2,239.7,interpolated,30.12,2,midpoint
human,seqneut25to26_sera_4007,A/Alaska/63/2025_H3N2,69.02,interpolated,20.09,2,midpoint
human,seqneut25to26_sera_4007,A/Anapolis/LEIAL6543/2025_H3N2,152.4,interpolated,48.71,2,midpoint
human,seqneut25to26_sera_4007,A/Andalucia/PMC-00977/2025_H1N1,159.3,interpolated,29.93,2,midpoint
human,seqneut25to26_sera_4007,A/Aragon/2046/2025_H1N1,210.2,interpolated,5.743,2,midpoint
human,seqneut25to26_sera_4007,A/Arica/59150/2025_H3N2,114.5,interpolated,21.62,2,midpoint
human,seqneut25to26_sera_4007,A/Bahia/3102/2025_H3N2,156.7,interpolated,30.41,2,midpoint
human,seqneut25to26_sera_4007,A/Bangkok/1803/2025_H1N1,142.2,interpolated,2.967,2,midpoint
human,seqneut25to26_sera_4007,A/Bangkok/P2229/2025_H1N1,195.2,interpolated,2.895,2,midpoint
human,seqneut25to26_sera_4007,A/Bangkok/P2323/2025_H3N2,182.6,interpolated,16.44,2,midpoint
human,seqneut25to26_sera_4007,A/Bangkok/P2390/2025_H3N2,79.34,interpolated,1.602,2,midpoint
human,seqneut25to26_sera_4007,A/Bangkok/P2391/2025_H3N2,73.11,interpolated,25.18,2,midpoint
human,seqneut25to26_sera_4007,A/Bangkok/P2572/2025_H3N2,119.8,interpolated,34.5,2,midpoint
human,seqneut25to26_sera_4007,A/Bangkok/P2921/2025_H3N2,112.2,interpolated,19.94,2,midpoint
human,seqneut25to26_sera_4007,A/Bangkok/P3067/2025_H1N1,204,interpolated,12.8,2,midpoint
human,seqneut25to26_sera_4007,A/Bangkok/P3263/2025_H3N2,117.3,interpolated,,1,midpoint
human,seqneut25to26_sera_4007,A/Belgium/H0097/2025_H3N2,82.22,interpolated,15.57,2,midpoint
human,seqneut25to26_sera_4007,A/Bhutan/1267/2025_H3N2,96.63,interpolated,31.27,2,midpoint
human,seqneut25to26_sera_4007,A/Bhutan/7/2025_H3N2,107.8,interpolated,40.89,2,midpoint
human,seqneut25to26_sera_4007,A/BritishColumbia/PHL-2473/2025_H1N1,168.2,interpolated,13.71,2,midpoint
human,seqneut25to26_sera_4007,A/California/61/2025_H3N2,84.89,interpolated,8.416,2,midpoint
human,seqneut25to26_sera_4007,A/California/63/2025_H1N1,148.1,interpolated,14.24,2,midpoint
human,seqneut25to26_sera_4007,A/Canberra/465/2025_H1N1,194.5,interpolated,9.91,2,midpoint
human,seqneut25to26_sera_4007,A/Canberra/530/2025_H1N1,190.1,interpolated,39.78,2,midpoint
human,seqneut25to26_sera_4007,A/Catalonia/NSVH102689455/2025_H1N1,146.6,interpolated,17.8,2,midpoint
human,seqneut25to26_sera_4007,A/Colorado/105/2025_H1N1,182.3,interpolated,39.25,2,midpoint
human,seqneut25to26_sera_4007,A/CoteDIvoire/2007/2025_H1N1,131.9,interpolated,0.4654,2,midpoint
human,seqneut25to26_sera_4007,A/Croatia/10136RV/2023-egg_H3N2,175.1,interpolated,69.79,2,midpoint
human,seqneut25to26_sera_4007,A/Darwin/1405/2025_H1N1,144.5,interpolated,32.46,2,midpoint
human,seqneut25to26_sera_4007,A/Darwin/1461/2025_H3N2,143.9,interpolated,74.2,2,midpoint
human,seqneut25to26_sera_4007,A/Denmark/3070/2025_H1N1,179.4,interpolated,12.47,2,midpoint
human,seqneut25to26_sera_4007,A/DistrictOfColumbia/27/2023_H3N2,155,interpolated,18.88,2,midpoint
human,seqneut25to26_sera_4007,A/DistrictOfColumbia/57/2025_H3N2,152.7,interpolated,41.13,2,midpoint
human,seqneut25to26_sera_4007,A/DistritoFederal/250106000728/2025_H3N2,178,interpolated,33.74,2,midpoint
human,seqneut25to26_sera_4007,A/DistritoFederal/2578578201/2025_H3N2,95.58,interpolated,16.75,2,midpoint
human,seqneut25to26_sera_4007,A/England/174/2025_H3N2,114.5,interpolated,,1,midpoint
human,seqneut25to26_sera_4007,A/England/1822256/2025_H1N1,193.3,interpolated,0.5755,2,midpoint
human,seqneut25to26_sera_4007,A/England/1837734/2025_H3N2,108.8,interpolated,14.09,2,midpoint
human,seqneut25to26_sera_4007,A/England/1837737/2025_H3N2,77.3,interpolated,29.62,2,midpoint
human,seqneut25to26_sera_4007,A/France/ARA-HCL025155099501/2025_H1N1,119.1,interpolated,,1,midpoint
human,seqneut25to26_sera_4007,A/Galicia/GA-CHUAC-451/2025_H3N2,86.94,interpolated,30.78,2,midpoint
human,seqneut25to26_sera_4007,A/Ghana/ARI-25-1125/2025_H1N1,183.5,interpolated,2.789,2,midpoint
human,seqneut25to26_sera_4007,A/Ghana/FS-25-7077/2025_H3N2,69.79,interpolated,13.57,2,midpoint
human,seqneut25to26_sera_4007,A/Guangdong-Maonan/11438/2025_H3N2,137.4,interpolated,17.68,2,midpoint
human,seqneut25to26_sera_4007,A/Guangdong-Meijiang/11256/2025_H3N2,173.3,interpolated,53.16,2,midpoint
human,seqneut25to26_sera_4007,A/Guangxi-Daxin/1643/2025_H3N2,88.87,interpolated,,1,midpoint
human,seqneut25to26_sera_4007,A/Guangxi-Qingxiu/SWL11742/2025_H1N1,153.2,interpolated,11.29,2,midpoint
human,seqneut25to26_sera_4007,A/Hawaii/44/2025_H1N1,185.7,interpolated,5.746,2,midpoint
human,seqneut25to26_sera_4007,A/Hawaii/70/2019_H1N1,103.3,interpolated,1.857,3,midpoint
human,seqneut25to26_sera_4007,A/HongKong/1257/2025_H3N2,225.2,interpolated,3.957,2,midpoint
human,seqneut25to26_sera_4007,A/HongKong/1382/2025_H3N2,149.4,interpolated,3.389,2,midpoint
human,seqneut25to26_sera_4007,A/Indonesia/BIOKES-I-BT074/2025_H3N2,63.77,interpolated,2.929,2,midpoint
human,seqneut25to26_sera_4007,A/Indonesia/BIOKES-INAD491/2025_H3N2,104.8,interpolated,10.14,2,midpoint
human,seqneut25to26_sera_4007,A/Lao/820-2750/2025_H3N2,210.6,interpolated,92.52,2,midpoint
human,seqneut25to26_sera_4007,A/Malaysia/IMR/SARI/2028/2025_H3N2,143.2,interpolated,4.794,2,midpoint
human,seqneut25to26_sera_4007,A/Malaysia/IMR/SARI/2406/2025_H3N2,162.8,interpolated,32.35,2,midpoint
human,seqneut25to26_sera_4007,A/Malaysia/IMR/SARI/2517/2025_H3N2,80.08,interpolated,10.3,2,midpoint
human,seqneut25to26_sera_4007,A/Massachusetts/18/2022_H3N2,50.45,interpolated,33.08,3,midpoint
human,seqneut25to26_sera_4007,A/Michigan/110/2025_H3N2,102.1,interpolated,0.3291,2,midpoint
human,seqneut25to26_sera_4007,A/Minnesota/96/2025_H3N2,193.4,interpolated,36.2,2,midpoint
human,seqneut25to26_sera_4007,A/NewSouthWales/2526015582/2025_H3N2,81.45,interpolated,6.328,2,midpoint
human,seqneut25to26_sera_4007,A/NewSouthWales/2526015584/2025_H3N2,165.4,interpolated,64.43,2,midpoint
human,seqneut25to26_sera_4007,A/Norway/8765/2025_H3N2,74.77,interpolated,10.78,2,midpoint
human,seqneut25to26_sera_4007,A/Norway/8976/2025_H3N2,101.6,interpolated,5.247,2,midpoint
human,seqneut25to26_sera_4007,A/Norway/9107/2025_H1N1,181,interpolated,1.744,2,midpoint
human,seqneut25to26_sera_4007,A/Norway/9556/2025_H1N1,113.6,interpolated,11.11,2,midpoint
human,seqneut25to26_sera_4007,A/Peru/GIHSN-04-1089/2025_H3N2,96.45,interpolated,21.15,2,midpoint
human,seqneut25to26_sera_4007,A/Philippines/SARI25-1425/2025_H1N1,124.1,interpolated,3.232,2,midpoint
human,seqneut25to26_sera_4007,A/Queensland/2526516675/2025_H3N2,97.36,interpolated,30.9,2,midpoint
human,seqneut25to26_sera_4007,A/SouthAfrica/PET37604/2025_H3N2,635.4,interpolated,403.6,2,midpoint
human,seqneut25to26_sera_4007,A/SouthAfrica/PET37625/2025_H3N2,253.2,interpolated,33.38,2,midpoint
human,seqneut25to26_sera_4007,A/SouthAustralia/2519001037/2025_H1N1,164.5,interpolated,15.49,2,midpoint
human,seqneut25to26_sera_4007,A/SouthAustralia/2520702747/2025_H1N1,218.8,interpolated,63.14,2,midpoint
human,seqneut25to26_sera_4007,A/SouthAustralia/2523012764/2025_H1N1,258.8,interpolated,81.61,2,midpoint
human,seqneut25to26_sera_4007,A/SouthAustralia/2523812314/2025_H3N2,123.5,interpolated,22.5,2,midpoint
human,seqneut25to26_sera_4007,A/SouthAustralia/2524408801/2025_H3N2,74.95,interpolated,4.009,2,midpoint
human,seqneut25to26_sera_4007,A/SouthAustralia/2524712956/2025_H1N1,193.2,interpolated,8.738,2,midpoint
human,seqneut25to26_sera_4007,A/SouthAustralia/2525607496/2025_H3N2,150.1,interpolated,56.9,2,midpoint
human,seqneut25to26_sera_4007,A/SouthAustralia/2527003588/2025_H3N2,73.7,interpolated,10.76,2,midpoint
human,seqneut25to26_sera_4007,A/SouthAustralia/2527213276/2025_H3N2,92.89,interpolated,41.42,2,midpoint
human,seqneut25to26_sera_4007,A/SouthAustralia/2527612456/2025_H1N1,144.7,interpolated,24.51,2,midpoint
human,seqneut25to26_sera_4007,A/Sydney/400/2025_H1N1,164.3,interpolated,58.88,2,midpoint
human,seqneut25to26_sera_4007,A/Tasmania/2521815682/2025_H3N2,109.4,interpolated,25.41,2,midpoint
human,seqneut25to26_sera_4007,A/Thailand/8/2022_H3N2,47.88,interpolated,30.25,3,midpoint
human,seqneut25to26_sera_4007,A/Vermont/73/2025_H3N2,90.59,interpolated,0.01356,2,midpoint
human,seqneut25to26_sera_4007,A/Victoria/4897/2022_IVR-238_H1N1,1190,interpolated,228.3,3,midpoint
human,seqneut25to26_sera_4007,A/Wisconsin/588/2019_H1N1,175.7,interpolated,8.687,3,midpoint
human,seqneut25to26_sera_4007,A/Wisconsin/67/2022_H1N1,222.4,interpolated,29.65,3,midpoint
human,seqneut25to26_sera_4007,A/Zacapa/FLU-261/2025_H1N1,148.3,interpolated,27.39,2,midpoint
