group,plate,serum,virus,replicate,ic50,ic50_bound,midpoint,midpoint_bound,midpoint_bound_type,slope,top,bottom,r2,rmsd
human,plate23,seqneut25to26_sera_5019,A/Alagoas/4130/2025_H3N2,plate23-A/Alagoas/4130/2025_H3N2,0.0009369,interpolated,0.001127,0.001127,interpolated,1.307,0.8929,0,0.9795,0.04866
human,plate23,seqneut25to26_sera_5019,A/Anapolis/LEIAL6543/2025_H3N2,plate23-A/Anapolis/LEIAL6543/2025_H3N2,0.001684,interpolated,0.00205,0.00205,interpolated,0.9797,0.9124,0,0.938,0.07819
human,plate23,seqneut25to26_sera_5019,A/Andalucia/PMC-00977/2025_H1N1,plate23-A/Andalucia/PMC-00977/2025_H1N1,0.0001318,interpolated,0.0001362,0.0001362,interpolated,3.795,0.9423,0,1,0.0002475
human,plate23,seqneut25to26_sera_5019,A/Aragon/2046/2025_H1N1,plate23-A/Aragon/2046/2025_H1N1,0.0002318,interpolated,0.0002318,0.0002318,interpolated,3.47,1,0,1,0.002549
human,plate23,seqneut25to26_sera_5019,A/Arica/59150/2025_H3N2,plate23-A/Arica/59150/2025_H3N2,0.002176,interpolated,0.002388,0.002388,interpolated,1.259,0.9449,0,0.945,0.08272
human,plate23,seqneut25to26_sera_5019,A/Bahia/3102/2025_H3N2,plate23-A/Bahia/3102/2025_H3N2,0.003879,interpolated,0.004187,0.004187,interpolated,7.857,0.7744,0,0.9632,0.06298
human,plate23,seqneut25to26_sera_5019,A/Bangkok/1803/2025_H1N1,plate23-A/Bangkok/1803/2025_H1N1,0.002195,interpolated,0.002582,0.002582,interpolated,2.389,0.8394,0,0.9809,0.0482
human,plate23,seqneut25to26_sera_5019,A/Bangkok/P2229/2025_H1N1,plate23-A/Bangkok/P2229/2025_H1N1,0.0001073,interpolated,0.0001073,0.0001073,interpolated,2.952,1,0,0.9989,0.008167
human,plate23,seqneut25to26_sera_5019,A/Bangkok/P2323/2025_H3N2,plate23-A/Bangkok/P2323/2025_H3N2,0.002574,interpolated,0.002694,0.002694,interpolated,1.419,0.9687,0,0.9641,0.06917
human,plate23,seqneut25to26_sera_5019,A/Bangkok/P2390/2025_H3N2,plate23-A/Bangkok/P2390/2025_H3N2,0.001573,interpolated,0.00178,0.00178,interpolated,0.9124,0.9466,0,0.9672,0.05624
human,plate23,seqneut25to26_sera_5019,A/Bangkok/P2391/2025_H3N2,plate23-A/Bangkok/P2391/2025_H3N2,0.002321,interpolated,0.002321,0.002321,interpolated,1.201,1,0,0.9142,0.1097
human,plate23,seqneut25to26_sera_5019,A/Bangkok/P2572/2025_H3N2,plate23-A/Bangkok/P2572/2025_H3N2,0.002903,interpolated,0.002903,0.002903,interpolated,1.44,1,0,0.9733,0.06096
human,plate23,seqneut25to26_sera_5019,A/Bangkok/P2921/2025_H3N2,plate23-A/Bangkok/P2921/2025_H3N2,0.001344,interpolated,0.001377,0.001377,interpolated,1.565,0.9812,0,0.9918,0.03585
human,plate23,seqneut25to26_sera_5019,A/Bangkok/P3067/2025_H1N1,plate23-A/Bangkok/P3067/2025_H1N1,7.343e-05,upper,5.723e-05,7.343e-05,upper,0.9778,1,0,0.7635,0.08344
human,plate23,seqneut25to26_sera_5019,A/Bangkok/P3263/2025_H3N2,plate23-A/Bangkok/P3263/2025_H3N2,0.001212,interpolated,0.001212,0.001212,interpolated,1.021,1,0,0.9736,0.05426
human,plate23,seqneut25to26_sera_5019,A/Belgium/H0097/2025_H3N2,plate23-A/Belgium/H0097/2025_H3N2,0.003305,interpolated,0.003349,0.003349,interpolated,1.603,0.9895,0,0.9708,0.06417
human,plate23,seqneut25to26_sera_5019,A/Bhutan/1267/2025_H3N2,plate23-A/Bhutan/1267/2025_H3N2,0.001733,interpolated,0.001879,0.001879,interpolated,1.705,0.9352,0,0.9792,0.05356
human,plate23,seqneut25to26_sera_5019,A/Bhutan/7/2025_H3N2,plate23-A/Bhutan/7/2025_H3N2,0.001138,interpolated,0.001682,0.001682,interpolated,1.132,0.8211,0,0.9613,0.05833
human,plate23,seqneut25to26_sera_5019,A/BritishColumbia/PHL-2473/2025_H1N1,plate23-A/BritishColumbia/PHL-2473/2025_H1N1,0.0001333,interpolated,0.0001426,0.0001426,interpolated,3.425,0.8974,0,1,0.001605
human,plate23,seqneut25to26_sera_5019,A/California/61/2025_H3N2,plate23-A/California/61/2025_H3N2,0.001001,interpolated,0.001001,0.001001,interpolated,0.9567,1,0,0.9832,0.04324
human,plate23,seqneut25to26_sera_5019,A/California/63/2025_H1N1,plate23-A/California/63/2025_H1N1,7.343e-05,upper,0.0001064,0.0001064,interpolated,1.8,0.6,0,0.9956,0.008878
human,plate23,seqneut25to26_sera_5019,A/Canberra/465/2025_H1N1,plate23-A/Canberra/465/2025_H1N1,8.892e-05,interpolated,0.000109,0.000109,interpolated,2.29,0.8138,0,0.9998,0.002719
human,plate23,seqneut25to26_sera_5019,A/Canberra/530/2025_H1N1,plate23-A/Canberra/530/2025_H1N1,0.0001019,interpolated,0.0001019,0.0001019,interpolated,2.264,1,0,0.9907,0.02166
human,plate23,seqneut25to26_sera_5019,A/Catalonia/NSVH102689455/2025_H1N1,plate23-A/Catalonia/NSVH102689455/2025_H1N1,0.0001164,interpolated,0.0001545,0.0001545,interpolated,3.332,0.6946,0,0.9999,0.002125
human,plate23,seqneut25to26_sera_5019,A/Colorado/105/2025_H1N1,plate23-A/Colorado/105/2025_H1N1,0.000124,interpolated,0.0001349,0.0001349,interpolated,2.765,0.8965,0,1,0.00152
human,plate23,seqneut25to26_sera_5019,A/CoteDIvoire/2007/2025_H1N1,plate23-A/CoteDIvoire/2007/2025_H1N1,0.0001153,interpolated,0.0001498,0.0001498,interpolated,3.373,0.7069,0,1,0.001099
