group,plate,serum,virus,replicate,ic50,ic50_bound,midpoint,midpoint_bound,midpoint_bound_type,slope,top,bottom,r2,rmsd
human,plate14,seqneut25to26_sera_0038,A/Alagoas/4130/2025_H3N2,plate14-A/Alagoas/4130/2025_H3N2,0.003773,interpolated,0.005993,0.005993,interpolated,0.8,0.8453,0,0.9582,0.04424
human,plate14,seqneut25to26_sera_0038,A/Anapolis/LEIAL6543/2025_H3N2,plate14-A/Anapolis/LEIAL6543/2025_H3N2,0.01073,interpolated,0.01105,0.01105,interpolated,0.8,0.9886,0,0.8813,0.07618
human,plate14,seqneut25to26_sera_0038,A/Andalucia/PMC-00977/2025_H1N1,plate14-A/Andalucia/PMC-00977/2025_H1N1,0.02134,interpolated,0.02254,0.02254,interpolated,1.702,0.9556,0,0.9659,0.03235
human,plate14,seqneut25to26_sera_0038,A/Aragon/2046/2025_H1N1,plate14-A/Aragon/2046/2025_H1N1,0.01657,interpolated,0.01801,0.01801,interpolated,1.578,0.9383,0,0.9294,0.05448
human,plate14,seqneut25to26_sera_0038,A/Arica/59150/2025_H3N2,plate14-A/Arica/59150/2025_H3N2,0.007514,interpolated,0.008914,0.008914,interpolated,1.276,0.9021,0,0.8189,0.1138
human,plate14,seqneut25to26_sera_0038,A/Bahia/3102/2025_H3N2,plate14-A/Bahia/3102/2025_H3N2,0.002681,interpolated,0.004404,0.004404,interpolated,0.8,0.8361,0,0.9326,0.05967
human,plate14,seqneut25to26_sera_0038,A/Bangkok/1803/2025_H1N1,plate14-A/Bangkok/1803/2025_H1N1,0.008635,interpolated,0.008917,0.008917,interpolated,1.254,0.9803,0,0.9932,0.02227
human,plate14,seqneut25to26_sera_0038,A/Bangkok/P2229/2025_H1N1,plate14-A/Bangkok/P2229/2025_H1N1,0.01319,interpolated,0.01534,0.01534,interpolated,1.531,0.8968,0,0.9017,0.06719
human,plate14,seqneut25to26_sera_0038,A/Bangkok/P2323/2025_H3N2,plate14-A/Bangkok/P2323/2025_H3N2,0.006552,interpolated,0.009322,0.009322,interpolated,0.8,0.8771,0,0.9826,0.02672
human,plate14,seqneut25to26_sera_0038,A/Bangkok/P2390/2025_H3N2,plate14-A/Bangkok/P2390/2025_H3N2,0.007357,interpolated,0.009748,0.009748,interpolated,1.059,0.8711,0,0.9153,0.06675
human,plate14,seqneut25to26_sera_0038,A/Bangkok/P2391/2025_H3N2,plate14-A/Bangkok/P2391/2025_H3N2,0.01035,interpolated,0.0161,0.0161,interpolated,1.761,0.7295,0,0.7809,0.08813
human,plate14,seqneut25to26_sera_0038,A/Bangkok/P2572/2025_H3N2,plate14-A/Bangkok/P2572/2025_H3N2,0.009685,interpolated,0.01591,0.01591,interpolated,1.393,0.7504,0,0.9432,0.04076
human,plate14,seqneut25to26_sera_0038,A/Bangkok/P2921/2025_H3N2,plate14-A/Bangkok/P2921/2025_H3N2,0.01345,interpolated,0.01733,0.01733,interpolated,0.968,0.8911,0,0.8437,0.07457
human,plate14,seqneut25to26_sera_0038,A/Bangkok/P3067/2025_H1N1,plate14-A/Bangkok/P3067/2025_H1N1,0.01732,interpolated,0.01732,0.01732,interpolated,1.881,1,0,0.9724,0.03753
human,plate14,seqneut25to26_sera_0038,A/Bangkok/P3263/2025_H3N2,plate14-A/Bangkok/P3263/2025_H3N2,0.006164,interpolated,0.009471,0.009471,interpolated,1.153,0.8048,0,0.9241,0.06178
human,plate14,seqneut25to26_sera_0038,A/Belgium/H0097/2025_H3N2,plate14-A/Belgium/H0097/2025_H3N2,0.01386,interpolated,0.0211,0.0211,interpolated,1.017,0.8262,0,0.7973,0.07695
human,plate14,seqneut25to26_sera_0038,A/Bhutan/1267/2025_H3N2,plate14-A/Bhutan/1267/2025_H3N2,0.01037,interpolated,0.01747,0.01747,interpolated,1.214,0.7654,0,0.7928,0.07976
human,plate14,seqneut25to26_sera_0038,A/Bhutan/7/2025_H3N2,plate14-A/Bhutan/7/2025_H3N2,0.01792,interpolated,0.02651,0.025,lower,0.8,0.8654,0,0.5818,0.1063
human,plate14,seqneut25to26_sera_0038,A/BritishColumbia/PHL-2473/2025_H1N1,plate14-A/BritishColumbia/PHL-2473/2025_H1N1,0.01392,interpolated,0.01401,0.01401,interpolated,1.464,0.9952,0,0.9859,0.02827
human,plate14,seqneut25to26_sera_0038,A/California/61/2025_H3N2,plate14-A/California/61/2025_H3N2,0.008642,interpolated,0.01048,0.01048,interpolated,1.599,0.8672,0,0.8086,0.1196
