group,plate,serum,virus,replicate,ic50,ic50_bound,midpoint,midpoint_bound,midpoint_bound_type,slope,top,bottom,r2,rmsd
human,plate27,seqneut25to26_sera_4040,A/Alagoas/4130/2025_H3N2,plate27-A/Alagoas/4130/2025_H3N2,0.002297,interpolated,0.002534,0.002534,interpolated,1.38,0.9367,0,0.9755,0.05583
human,plate27,seqneut25to26_sera_4040,A/Anapolis/LEIAL6543/2025_H3N2,plate27-A/Anapolis/LEIAL6543/2025_H3N2,0.001974,interpolated,0.002414,0.002414,interpolated,1.798,0.8483,0,0.9429,0.08348
human,plate27,seqneut25to26_sera_4040,A/Andalucia/PMC-00977/2025_H1N1,plate27-A/Andalucia/PMC-00977/2025_H1N1,0.007394,interpolated,0.007516,0.007516,interpolated,1.093,0.9912,0,0.9314,0.07795
human,plate27,seqneut25to26_sera_4040,A/Aragon/2046/2025_H1N1,plate27-A/Aragon/2046/2025_H1N1,0.006032,interpolated,0.007136,0.007136,interpolated,1.512,0.8878,0,0.8772,0.1062
human,plate27,seqneut25to26_sera_4040,A/Arica/59150/2025_H3N2,plate27-A/Arica/59150/2025_H3N2,0.001429,interpolated,0.001429,0.001429,interpolated,1.012,1,0,0.9586,0.07196
human,plate27,seqneut25to26_sera_4040,A/Bahia/3102/2025_H3N2,plate27-A/Bahia/3102/2025_H3N2,0.001264,interpolated,0.001264,0.001264,interpolated,1.46,1,0,0.9908,0.03817
human,plate27,seqneut25to26_sera_4040,A/Bangkok/1803/2025_H1N1,plate27-A/Bangkok/1803/2025_H1N1,0.007396,interpolated,0.01002,0.01002,interpolated,2.678,0.7217,0,0.8727,0.09253
human,plate27,seqneut25to26_sera_4040,A/Bangkok/P2229/2025_H1N1,plate27-A/Bangkok/P2229/2025_H1N1,0.008863,interpolated,0.009034,0.009034,interpolated,4.877,0.9557,0,0.9603,0.07051
human,plate27,seqneut25to26_sera_4040,A/Bangkok/P2323/2025_H3N2,plate27-A/Bangkok/P2323/2025_H3N2,0.004215,interpolated,0.004215,0.004215,interpolated,0.9229,1,0,0.9604,0.0616
human,plate27,seqneut25to26_sera_4040,A/Bangkok/P2390/2025_H3N2,plate27-A/Bangkok/P2390/2025_H3N2,0.00238,interpolated,0.00238,0.00238,interpolated,1.018,1,0,0.9107,0.1059
human,plate27,seqneut25to26_sera_4040,A/Bangkok/P2391/2025_H3N2,plate27-A/Bangkok/P2391/2025_H3N2,0.003997,interpolated,0.004147,0.004147,interpolated,1.473,0.9735,0,0.9575,0.07366
human,plate27,seqneut25to26_sera_4040,A/Bangkok/P2572/2025_H3N2,plate27-A/Bangkok/P2572/2025_H3N2,0.005493,interpolated,0.00811,0.00811,interpolated,1.596,0.7685,0,0.8168,0.1162
human,plate27,seqneut25to26_sera_4040,A/Bangkok/P2921/2025_H3N2,plate27-A/Bangkok/P2921/2025_H3N2,0.001908,interpolated,0.00225,0.00225,interpolated,1.135,0.9148,0,0.9518,0.07442
human,plate27,seqneut25to26_sera_4040,A/Bangkok/P3067/2025_H1N1,plate27-A/Bangkok/P3067/2025_H1N1,0.005799,interpolated,0.005928,0.005928,interpolated,2.27,0.9756,0,0.9571,0.07395
human,plate27,seqneut25to26_sera_4040,A/Bangkok/P3263/2025_H3N2,plate27-A/Bangkok/P3263/2025_H3N2,0.002168,interpolated,0.002249,0.002249,interpolated,0.9678,0.9827,0,0.9594,0.06594
human,plate27,seqneut25to26_sera_4040,A/Belgium/H0097/2025_H3N2,plate27-A/Belgium/H0097/2025_H3N2,0.001176,interpolated,0.001176,0.001176,interpolated,0.8,1,0,0.879,0.1077
human,plate27,seqneut25to26_sera_4040,A/Bhutan/1267/2025_H3N2,plate27-A/Bhutan/1267/2025_H3N2,0.002619,interpolated,0.002619,0.002619,interpolated,0.8426,1,0,0.7985,0.1567
human,plate27,seqneut25to26_sera_4040,A/Bhutan/7/2025_H3N2,plate27-A/Bhutan/7/2025_H3N2,0.001435,interpolated,0.001529,0.001529,interpolated,0.8,0.9751,0,0.8945,0.1004
human,plate27,seqneut25to26_sera_4040,A/BritishColumbia/PHL-2473/2025_H1N1,plate27-A/BritishColumbia/PHL-2473/2025_H1N1,0.004998,interpolated,0.005531,0.005531,interpolated,0.9775,0.9528,0,0.887,0.1018
human,plate27,seqneut25to26_sera_4040,A/California/61/2025_H3N2,plate27-A/California/61/2025_H3N2,0.001998,interpolated,0.001998,0.001998,interpolated,0.9683,1,0,0.9176,0.09889
human,plate27,seqneut25to26_sera_4040,A/California/63/2025_H1N1,plate27-A/California/63/2025_H1N1,0.003976,interpolated,0.00495,0.00495,interpolated,1.736,0.8418,0,0.8805,0.1127
human,plate27,seqneut25to26_sera_4040,A/Canberra/465/2025_H1N1,plate27-A/Canberra/465/2025_H1N1,0.007354,interpolated,0.007707,0.007707,interpolated,1.797,0.9596,0,0.984,0.04093
human,plate27,seqneut25to26_sera_4040,A/Canberra/530/2025_H1N1,plate27-A/Canberra/530/2025_H1N1,0.006489,interpolated,0.006868,0.006868,interpolated,2.277,0.9394,0,0.9727,0.05599
human,plate27,seqneut25to26_sera_4040,A/Catalonia/NSVH102689455/2025_H1N1,plate27-A/Catalonia/NSVH102689455/2025_H1N1,0.01873,interpolated,0.01928,0.01928,interpolated,10,0.874,0,0.7538,0.1548
human,plate27,seqneut25to26_sera_4040,A/Colorado/105/2025_H1N1,plate27-A/Colorado/105/2025_H1N1,0.005175,interpolated,0.006835,0.006835,interpolated,1.388,0.8398,0,0.8306,0.1194
human,plate27,seqneut25to26_sera_4040,A/CoteDIvoire/2007/2025_H1N1,plate27-A/CoteDIvoire/2007/2025_H1N1,0.006138,interpolated,0.006138,0.006138,interpolated,1.699,1,0,0.9896,0.03476
human,plate27,seqneut25to26_sera_4040,A/Croatia/10136RV/2023-egg_H3N2,plate27-A/Croatia/10136RV/2023-egg_H3N2,0.0007547,interpolated,0.0007547,0.0007547,interpolated,0.8,1,0,0.9015,0.1009
human,plate27,seqneut25to26_sera_4040,A/Darwin/1405/2025_H1N1,plate27-A/Darwin/1405/2025_H1N1,0.009846,interpolated,0.01066,0.01066,interpolated,4.34,0.8549,0,0.9812,0.03973
human,plate27,seqneut25to26_sera_4040,A/Darwin/1461/2025_H3N2,plate27-A/Darwin/1461/2025_H3N2,0.002678,interpolated,0.002778,0.002778,interpolated,2.614,0.9544,0,0.9848,0.0508
human,plate27,seqneut25to26_sera_4040,A/Denmark/3070/2025_H1N1,plate27-A/Denmark/3070/2025_H1N1,0.006503,interpolated,0.00653,0.00653,interpolated,1.564,0.9967,0,0.9828,0.04399
