group,plate,serum,virus,replicate,ic50,ic50_bound,midpoint,midpoint_bound,midpoint_bound_type,slope,top,bottom,r2,rmsd
human,plate11,seqneut25to26_sera_0035,A/Alagoas/4130/2025_H3N2,plate11-A/Alagoas/4130/2025_H3N2,0.0007308,interpolated,0.0007311,0.0007311,interpolated,1.266,0.9997,0,0.9864,0.04308
human,plate11,seqneut25to26_sera_0035,A/Anapolis/LEIAL6543/2025_H3N2,plate11-A/Anapolis/LEIAL6543/2025_H3N2,0.00332,interpolated,0.003832,0.003832,interpolated,1.808,0.8857,0,0.9205,0.0993
human,plate11,seqneut25to26_sera_0035,A/Andalucia/PMC-00977/2025_H1N1,plate11-A/Andalucia/PMC-00977/2025_H1N1,0.001272,interpolated,0.001312,0.001312,interpolated,3.106,0.9541,0,0.9976,0.02121
human,plate11,seqneut25to26_sera_0035,A/Aragon/2046/2025_H1N1,plate11-A/Aragon/2046/2025_H1N1,0.001182,interpolated,0.00124,0.00124,interpolated,3.864,0.9165,0,0.9836,0.05442
human,plate11,seqneut25to26_sera_0035,A/Arica/59150/2025_H3N2,plate11-A/Arica/59150/2025_H3N2,0.003016,interpolated,0.003089,0.003089,interpolated,1.606,0.9811,0,0.9746,0.06054
human,plate11,seqneut25to26_sera_0035,A/Bahia/3102/2025_H3N2,plate11-A/Bahia/3102/2025_H3N2,0.002954,interpolated,0.003715,0.003715,interpolated,2.047,0.8127,0,0.9133,0.09981
human,plate11,seqneut25to26_sera_0035,A/Bangkok/1803/2025_H1N1,plate11-A/Bangkok/1803/2025_H1N1,0.00223,interpolated,0.002263,0.002263,interpolated,4.175,0.9703,0,0.9964,0.02636
human,plate11,seqneut25to26_sera_0035,A/Bangkok/P2229/2025_H1N1,plate11-A/Bangkok/P2229/2025_H1N1,0.001316,interpolated,0.001341,0.001341,interpolated,3.188,0.9701,0,0.9978,0.02043
human,plate11,seqneut25to26_sera_0035,A/Bangkok/P2323/2025_H3N2,plate11-A/Bangkok/P2323/2025_H3N2,0.004576,interpolated,0.005162,0.005162,interpolated,1.199,0.9328,0,0.9324,0.08143
human,plate11,seqneut25to26_sera_0035,A/Bangkok/P2390/2025_H3N2,plate11-A/Bangkok/P2390/2025_H3N2,0.003472,interpolated,0.003799,0.003799,interpolated,1.638,0.9315,0,0.9342,0.09021
human,plate11,seqneut25to26_sera_0035,A/Bangkok/P2391/2025_H3N2,plate11-A/Bangkok/P2391/2025_H3N2,0.00148,interpolated,0.001666,0.001666,interpolated,1.627,0.9126,0,0.9903,0.03614
human,plate11,seqneut25to26_sera_0035,A/Bangkok/P2572/2025_H3N2,plate11-A/Bangkok/P2572/2025_H3N2,0.004792,interpolated,0.005262,0.005262,interpolated,1.666,0.9278,0,0.9592,0.06602
human,plate11,seqneut25to26_sera_0035,A/Bangkok/P2921/2025_H3N2,plate11-A/Bangkok/P2921/2025_H3N2,0.001566,interpolated,0.001623,0.001623,interpolated,2.18,0.9622,0,0.99,0.04108
human,plate11,seqneut25to26_sera_0035,A/Bangkok/P3067/2025_H1N1,plate11-A/Bangkok/P3067/2025_H1N1,0.001391,interpolated,0.001425,0.001425,interpolated,4.159,0.9528,0,0.9962,0.02717
human,plate11,seqneut25to26_sera_0035,A/Bangkok/P3263/2025_H3N2,plate11-A/Bangkok/P3263/2025_H3N2,0.003997,interpolated,0.004119,0.004119,interpolated,1.202,0.9822,0,0.9715,0.05697
human,plate11,seqneut25to26_sera_0035,A/Belgium/H0097/2025_H3N2,plate11-A/Belgium/H0097/2025_H3N2,0.003695,interpolated,0.004037,0.004037,interpolated,1.932,0.9214,0,0.9773,0.0537
human,plate11,seqneut25to26_sera_0035,A/Bhutan/1267/2025_H3N2,plate11-A/Bhutan/1267/2025_H3N2,0.001171,interpolated,0.001338,0.001338,interpolated,3.695,0.8052,0,0.9749,0.05871
human,plate11,seqneut25to26_sera_0035,A/Bhutan/7/2025_H3N2,plate11-A/Bhutan/7/2025_H3N2,0.001214,interpolated,0.001271,0.001271,interpolated,3.615,0.9246,0,0.9718,0.07232
human,plate11,seqneut25to26_sera_0035,A/BritishColumbia/PHL-2473/2025_H1N1,plate11-A/BritishColumbia/PHL-2473/2025_H1N1,0.001342,interpolated,0.001374,0.001374,interpolated,4.391,0.951,0,0.9973,0.0231
human,plate11,seqneut25to26_sera_0035,A/California/61/2025_H3N2,plate11-A/California/61/2025_H3N2,0.003991,interpolated,0.004934,0.004934,interpolated,1.485,0.8649,0,0.9556,0.0654
human,plate11,seqneut25to26_sera_0035,A/California/63/2025_H1N1,plate11-A/California/63/2025_H1N1,0.00128,interpolated,0.001382,0.001382,interpolated,3.248,0.8907,0,0.9829,0.05328
human,plate11,seqneut25to26_sera_0035,A/Canberra/465/2025_H1N1,plate11-A/Canberra/465/2025_H1N1,0.001121,interpolated,0.001196,0.001196,interpolated,2.739,0.9192,0,0.9909,0.03885
human,plate11,seqneut25to26_sera_0035,A/Canberra/530/2025_H1N1,plate11-A/Canberra/530/2025_H1N1,0.001218,interpolated,0.001245,0.001245,interpolated,3.189,0.9654,0,0.9972,0.02292
human,plate11,seqneut25to26_sera_0035,A/Catalonia/NSVH102689455/2025_H1N1,plate11-A/Catalonia/NSVH102689455/2025_H1N1,0.001044,interpolated,0.00107,0.00107,interpolated,3.598,0.9584,0,0.9892,0.04526
human,plate11,seqneut25to26_sera_0035,A/Colorado/105/2025_H1N1,plate11-A/Colorado/105/2025_H1N1,0.001167,interpolated,0.001283,0.001283,interpolated,3.279,0.8666,0,0.9767,0.06066
human,plate11,seqneut25to26_sera_0035,A/CoteDIvoire/2007/2025_H1N1,plate11-A/CoteDIvoire/2007/2025_H1N1,0.001332,interpolated,0.001371,0.001371,interpolated,3.904,0.9459,0,0.9921,0.03884
human,plate11,seqneut25to26_sera_0035,A/Croatia/10136RV/2023-egg_H3N2,plate11-A/Croatia/10136RV/2023-egg_H3N2,0.000323,interpolated,0.000323,0.000323,interpolated,0.8455,1,0,0.8675,0.1068
human,plate11,seqneut25to26_sera_0035,A/Darwin/1405/2025_H1N1,plate11-A/Darwin/1405/2025_H1N1,0.0012,interpolated,0.001251,0.001251,interpolated,3.525,0.932,0,0.9936,0.03415
human,plate11,seqneut25to26_sera_0035,A/Darwin/1461/2025_H3N2,plate11-A/Darwin/1461/2025_H3N2,0.0007533,interpolated,0.0007533,0.0007533,interpolated,1.284,1,0,0.9904,0.03649
