group,plate,serum,virus,replicate,ic50,ic50_bound,midpoint,midpoint_bound,midpoint_bound_type,slope,top,bottom,r2,rmsd
human,plate15,seqneut25to26_sera_0039,A/Alagoas/4130/2025_H3N2,plate15-A/Alagoas/4130/2025_H3N2,7.343e-05,upper,7.047e-05,7.343e-05,upper,2.958,0.9674,0,1,0.0001617
human,plate15,seqneut25to26_sera_0039,A/Anapolis/LEIAL6543/2025_H3N2,plate15-A/Anapolis/LEIAL6543/2025_H3N2,7.784e-05,interpolated,7.784e-05,7.784e-05,interpolated,2.065,1,0,0.9997,0.003235
human,plate15,seqneut25to26_sera_0039,A/Andalucia/PMC-00977/2025_H1N1,plate15-A/Andalucia/PMC-00977/2025_H1N1,8.888e-05,interpolated,8.888e-05,8.888e-05,interpolated,2.856,1,0,0.9998,0.003228
human,plate15,seqneut25to26_sera_0039,A/Aragon/2046/2025_H1N1,plate15-A/Aragon/2046/2025_H1N1,7.683e-05,interpolated,7.683e-05,7.683e-05,interpolated,2.322,1,0,0.9999,0.001297
human,plate15,seqneut25to26_sera_0039,A/Arica/59150/2025_H3N2,plate15-A/Arica/59150/2025_H3N2,8.131e-05,interpolated,9.886e-05,9.886e-05,interpolated,2.084,0.8327,0,1,0.0005419
human,plate15,seqneut25to26_sera_0039,A/Bahia/3102/2025_H3N2,plate15-A/Bahia/3102/2025_H3N2,7.343e-05,upper,6.253e-05,7.343e-05,upper,1.786,1,0,0.9711,0.02407
human,plate15,seqneut25to26_sera_0039,A/Bangkok/1803/2025_H1N1,plate15-A/Bangkok/1803/2025_H1N1,7.343e-05,upper,7.217e-05,7.343e-05,upper,2.314,0.6,0,0.9981,0.004177
human,plate15,seqneut25to26_sera_0039,A/Bangkok/P2229/2025_H1N1,plate15-A/Bangkok/P2229/2025_H1N1,8.076e-05,interpolated,0.0001205,0.0001205,interpolated,3.056,0.6472,0,1,0.0002565
human,plate15,seqneut25to26_sera_0039,A/Bangkok/P2323/2025_H3N2,plate15-A/Bangkok/P2323/2025_H3N2,8.202e-05,interpolated,0.0001427,0.0001427,interpolated,2.127,0.654,0,0.9995,0.004079
human,plate15,seqneut25to26_sera_0039,A/Bangkok/P2390/2025_H3N2,plate15-A/Bangkok/P2390/2025_H3N2,0.0001146,interpolated,0.0001146,0.0001146,interpolated,2.513,1,0,0.9802,0.03538
human,plate15,seqneut25to26_sera_0039,A/Bangkok/P2391/2025_H3N2,plate15-A/Bangkok/P2391/2025_H3N2,0.0001219,interpolated,0.0001219,0.0001219,interpolated,1.821,1,0,0.9817,0.03339
human,plate15,seqneut25to26_sera_0039,A/Bangkok/P2572/2025_H3N2,plate15-A/Bangkok/P2572/2025_H3N2,0.0001075,interpolated,0.0001075,0.0001075,interpolated,2.07,1,0,0.9948,0.01655
human,plate15,seqneut25to26_sera_0039,A/Bangkok/P2921/2025_H3N2,plate15-A/Bangkok/P2921/2025_H3N2,7.343e-05,upper,9.656e-05,9.656e-05,interpolated,3.229,0.6,0,0.9998,0.00209
human,plate15,seqneut25to26_sera_0039,A/Bangkok/P3067/2025_H1N1,plate15-A/Bangkok/P3067/2025_H1N1,7.343e-05,upper,0.0001107,0.0001107,interpolated,2.654,0.6,0,0.9999,0.001753
human,plate15,seqneut25to26_sera_0039,A/Bangkok/P3263/2025_H3N2,plate15-A/Bangkok/P3263/2025_H3N2,9.699e-05,interpolated,0.0001641,0.0001641,interpolated,3.061,0.6,0,0.9989,0.006135
human,plate15,seqneut25to26_sera_0039,A/Belgium/H0097/2025_H3N2,plate15-A/Belgium/H0097/2025_H3N2,7.343e-05,upper,9.425e-05,9.425e-05,interpolated,2.794,0.6,0,1,0.0004942
human,plate15,seqneut25to26_sera_0039,A/Bhutan/1267/2025_H3N2,plate15-A/Bhutan/1267/2025_H3N2,7.343e-05,upper,5.455e-05,7.343e-05,upper,2.967,0.6001,0,0.9999,0.0004118
human,plate15,seqneut25to26_sera_0039,A/Bhutan/7/2025_H3N2,plate15-A/Bhutan/7/2025_H3N2,7.343e-05,upper,5.503e-05,7.343e-05,upper,3.278,0.6,0,1,5.988e-05
human,plate15,seqneut25to26_sera_0039,A/BritishColumbia/PHL-2473/2025_H1N1,plate15-A/BritishColumbia/PHL-2473/2025_H1N1,0.0001028,interpolated,0.0001099,0.0001099,interpolated,2.888,0.9116,0,1,0.0005817
human,plate15,seqneut25to26_sera_0039,A/California/61/2025_H3N2,plate15-A/California/61/2025_H3N2,0.0001166,interpolated,0.0001219,0.0001219,interpolated,2.403,0.949,0,0.9999,0.002504
human,plate15,seqneut25to26_sera_0039,A/California/63/2025_H1N1,plate15-A/California/63/2025_H1N1,7.343e-05,upper,9.845e-05,9.845e-05,interpolated,2.005,0.6,0,0.9994,0.003102
human,plate15,seqneut25to26_sera_0039,A/Canberra/465/2025_H1N1,plate15-A/Canberra/465/2025_H1N1,8.04e-05,interpolated,9.807e-05,9.807e-05,interpolated,2.815,0.7859,0,1,0.000291
