group,serum,virus,titer,titer_bound,titer_sem,n_replicates,titer_as
human,seqneut25to26_sera_1031_d28,A/Alagoas/4130/2025_H3N2,425,interpolated,158.1,2,midpoint
human,seqneut25to26_sera_1031_d28,A/Anapolis/LEIAL6543/2025_H3N2,824.3,interpolated,317.4,2,midpoint
human,seqneut25to26_sera_1031_d28,A/Andalucia/PMC-00977/2025_H1N1,775.2,interpolated,50.93,2,midpoint
human,seqneut25to26_sera_1031_d28,A/Aragon/2046/2025_H1N1,1072,interpolated,66.51,2,midpoint
human,seqneut25to26_sera_1031_d28,A/Arica/59150/2025_H3N2,459.2,interpolated,35.05,2,midpoint
human,seqneut25to26_sera_1031_d28,A/Bahia/3102/2025_H3N2,999.1,interpolated,150.5,2,midpoint
human,seqneut25to26_sera_1031_d28,A/Bangkok/1803/2025_H1N1,370.7,interpolated,8.847,2,midpoint
human,seqneut25to26_sera_1031_d28,A/Bangkok/P2229/2025_H1N1,2072,interpolated,611.7,2,midpoint
human,seqneut25to26_sera_1031_d28,A/Bangkok/P2323/2025_H3N2,206.4,interpolated,7.418,2,midpoint
human,seqneut25to26_sera_1031_d28,A/Bangkok/P2390/2025_H3N2,202.5,interpolated,57.77,2,midpoint
human,seqneut25to26_sera_1031_d28,A/Bangkok/P2391/2025_H3N2,160.4,interpolated,41.47,2,midpoint
human,seqneut25to26_sera_1031_d28,A/Bangkok/P2572/2025_H3N2,127.1,interpolated,0.7979,2,midpoint
human,seqneut25to26_sera_1031_d28,A/Bangkok/P2921/2025_H3N2,1896,interpolated,72.74,2,midpoint
human,seqneut25to26_sera_1031_d28,A/Bangkok/P3067/2025_H1N1,1725,interpolated,610.7,2,midpoint
human,seqneut25to26_sera_1031_d28,A/Bangkok/P3263/2025_H3N2,254.9,interpolated,20.42,2,midpoint
human,seqneut25to26_sera_1031_d28,A/Belgium/H0097/2025_H3N2,314.9,interpolated,93.08,2,midpoint
human,seqneut25to26_sera_1031_d28,A/Bhutan/1267/2025_H3N2,151.2,interpolated,10.99,2,midpoint
human,seqneut25to26_sera_1031_d28,A/Bhutan/7/2025_H3N2,133.2,interpolated,35.18,2,midpoint
human,seqneut25to26_sera_1031_d28,A/BritishColumbia/PHL-2473/2025_H1N1,911.5,interpolated,116.5,2,midpoint
human,seqneut25to26_sera_1031_d28,A/California/61/2025_H3N2,231.7,interpolated,68.75,2,midpoint
human,seqneut25to26_sera_1031_d28,A/California/63/2025_H1N1,1213,interpolated,802.4,2,midpoint
human,seqneut25to26_sera_1031_d28,A/Canberra/465/2025_H1N1,2287,interpolated,50.32,2,midpoint
human,seqneut25to26_sera_1031_d28,A/Canberra/530/2025_H1N1,1343,interpolated,276.1,2,midpoint
human,seqneut25to26_sera_1031_d28,A/Catalonia/NSVH102689455/2025_H1N1,827.4,interpolated,81.84,2,midpoint
human,seqneut25to26_sera_1031_d28,A/Colorado/105/2025_H1N1,828.9,interpolated,91.69,2,midpoint
human,seqneut25to26_sera_1031_d28,A/CoteDIvoire/2007/2025_H1N1,986.1,interpolated,38.59,2,midpoint
human,seqneut25to26_sera_1031_d28,A/Croatia/10136RV/2023-egg_H3N2,1.362e+04,lower,0,2,midpoint
human,seqneut25to26_sera_1031_d28,A/Darwin/1405/2025_H1N1,1666,interpolated,608,2,midpoint
human,seqneut25to26_sera_1031_d28,A/Darwin/1461/2025_H3N2,3323,interpolated,766.7,2,midpoint
human,seqneut25to26_sera_1031_d28,A/Denmark/3070/2025_H1N1,1058,interpolated,17.71,2,midpoint
human,seqneut25to26_sera_1031_d28,A/DistrictOfColumbia/27/2023_H3N2,3468,interpolated,19.96,2,midpoint
human,seqneut25to26_sera_1031_d28,A/DistrictOfColumbia/57/2025_H3N2,232.5,interpolated,31.19,2,midpoint
human,seqneut25to26_sera_1031_d28,A/DistritoFederal/250106000728/2025_H3N2,2817,interpolated,516.5,2,midpoint
human,seqneut25to26_sera_1031_d28,A/DistritoFederal/2578578201/2025_H3N2,575.1,interpolated,29.14,2,midpoint
human,seqneut25to26_sera_1031_d28,A/England/174/2025_H3N2,1890,interpolated,,1,midpoint
human,seqneut25to26_sera_1031_d28,A/England/1822256/2025_H1N1,960.1,interpolated,404,2,midpoint
human,seqneut25to26_sera_1031_d28,A/England/1837734/2025_H3N2,283.2,interpolated,103.9,2,midpoint
human,seqneut25to26_sera_1031_d28,A/England/1837737/2025_H3N2,439,interpolated,150.5,2,midpoint
human,seqneut25to26_sera_1031_d28,A/France/ARA-HCL025155099501/2025_H1N1,653.2,interpolated,,1,midpoint
human,seqneut25to26_sera_1031_d28,A/Galicia/GA-CHUAC-451/2025_H3N2,1445,interpolated,742.9,2,midpoint
