group,serum,virus,titer,titer_bound,titer_sem,n_replicates,titer_as
human,seqneut25to26_sera_1046_d28,A/Alagoas/4130/2025_H3N2,524.8,interpolated,74.12,2,midpoint
human,seqneut25to26_sera_1046_d28,A/Anapolis/LEIAL6543/2025_H3N2,603,interpolated,167,2,midpoint
human,seqneut25to26_sera_1046_d28,A/Andalucia/PMC-00977/2025_H1N1,94.19,interpolated,3.21,2,midpoint
human,seqneut25to26_sera_1046_d28,A/Aragon/2046/2025_H1N1,101.6,interpolated,1.896,2,midpoint
human,seqneut25to26_sera_1046_d28,A/Arica/59150/2025_H3N2,419.4,interpolated,76.81,2,midpoint
human,seqneut25to26_sera_1046_d28,A/Bahia/3102/2025_H3N2,624.6,interpolated,153.3,2,midpoint
human,seqneut25to26_sera_1046_d28,A/Bangkok/1803/2025_H1N1,107.8,interpolated,8.285,2,midpoint
human,seqneut25to26_sera_1046_d28,A/Bangkok/P2229/2025_H1N1,123.6,interpolated,16.05,2,midpoint
human,seqneut25to26_sera_1046_d28,A/Bangkok/P2323/2025_H3N2,225.3,interpolated,32.37,2,midpoint
human,seqneut25to26_sera_1046_d28,A/Bangkok/P2390/2025_H3N2,223.3,interpolated,99.66,2,midpoint
human,seqneut25to26_sera_1046_d28,A/Bangkok/P2391/2025_H3N2,216.6,interpolated,57.49,2,midpoint
human,seqneut25to26_sera_1046_d28,A/Bangkok/P2572/2025_H3N2,192.4,interpolated,8.982,2,midpoint
human,seqneut25to26_sera_1046_d28,A/Bangkok/P2921/2025_H3N2,265,interpolated,18.24,2,midpoint
human,seqneut25to26_sera_1046_d28,A/Bangkok/P3067/2025_H1N1,137.4,interpolated,20.41,2,midpoint
human,seqneut25to26_sera_1046_d28,A/Bangkok/P3263/2025_H3N2,290.5,interpolated,75.37,2,midpoint
human,seqneut25to26_sera_1046_d28,A/Belgium/H0097/2025_H3N2,304.9,interpolated,46.19,2,midpoint
human,seqneut25to26_sera_1046_d28,A/Bhutan/1267/2025_H3N2,210.8,interpolated,42.56,2,midpoint
human,seqneut25to26_sera_1046_d28,A/Bhutan/7/2025_H3N2,202.1,interpolated,0.6805,2,midpoint
human,seqneut25to26_sera_1046_d28,A/BritishColumbia/PHL-2473/2025_H1N1,121.2,interpolated,12.36,2,midpoint
human,seqneut25to26_sera_1046_d28,A/California/61/2025_H3N2,169.7,interpolated,42.73,2,midpoint
human,seqneut25to26_sera_1046_d28,A/California/63/2025_H1N1,116.1,interpolated,34.7,2,midpoint
human,seqneut25to26_sera_1046_d28,A/Canberra/465/2025_H1N1,174.9,interpolated,20.69,2,midpoint
human,seqneut25to26_sera_1046_d28,A/Canberra/530/2025_H1N1,117.4,interpolated,7.242,2,midpoint
human,seqneut25to26_sera_1046_d28,A/Catalonia/NSVH102689455/2025_H1N1,152.1,interpolated,19.32,2,midpoint
human,seqneut25to26_sera_1046_d28,A/Colorado/105/2025_H1N1,102.6,interpolated,19.34,2,midpoint
human,seqneut25to26_sera_1046_d28,A/CoteDIvoire/2007/2025_H1N1,117.1,interpolated,21.46,2,midpoint
human,seqneut25to26_sera_1046_d28,A/Croatia/10136RV/2023-egg_H3N2,838.8,interpolated,258.8,2,midpoint
